N	4gram	Losev_Dial_4	Problema
1	не говоря уже о	3	4
2	ни в каком случае	1	3
3	или по крайней мере	3	3
4	не что иное как	8	3
5	есть не что иное	5	3
6	не имеет ничего общего	2	2
7	имеет ничего общего с	2	2
8	в связи с этим	1	2
9	одной и той же	3	2
10	и ни в каком	1	1
11	уже о том что	1	1
12	есть ни то ни	1	1
13	но тем не менее	1	1
14	тем более ничего не	1	1
15	говоря уже о том	1	1
16	в предыдущем изложении мы	1	1
17	отличаются друг от друга	1	1
18	и в то же	2	1
19	в каком смысле не	1	1
20	возможно только потому что	1	1
21	и не может быть	1	1
22	ни то ни другое	1	1
23	и все на свете	2	1
24	ничего не говорим о	1	1
25	а это значит что	1	1
26	не есть ни то	1	1
27	не есть ни просто	1	1
28	можно только тогда когда	1	1
29	уходит своими корнями в	1	1
30	ни одна из этих	1	1
31	в том случае если	1	1
32	ни от чего не	2	1
33	только тогда когда есть	1	1
34	на самом же деле	1	1
35	можно прямо сказать что	1	1
36	и есть то что	1	1
37	тут имеется в виду	1	1
38	и тем не менее	1	1
39	и та или иная	1	1
40	и т д это	1	1
41	он не может быть	1	1
42	мы должны сказать что	1	1
43	что тут имеется в	1	1
44	ни в каком смысле	1	1
45	есть то что мы	1	1
