1	и в	3	43
2	и не	1	29
3	может быть	1	23
4	не может	4	18
5	но и	1	14
6	точки зрения	1	13
7	не только	1	11
8	в каждом	1	11
9	в его	1	10
10	и на	1	10
11	для него	1	8
12	с точки	1	8
13	то же	1	8
14	а не	1	7
15	в то	1	7
16	и все	1	6
17	же время	1	5
18	бы в	1	5
19	к тому	1	4
20	если бы	1	3
21	в конкретном	1	3
22	не менее	1	3
23	по своим	1	3
24	речь и	1	2
25	достоевского и	2	2
26	с теми	1	2
27	из этих	1	2
28	несмотря на	1	1
29	в языке	1	1
30	и социальной	1	1
31	без учета	1	1
32	вполне понятно	1	1
33	на нее	1	1
34	художественного произведения	1	1
35	один из	2	1
36	нуждаются в	1	1
37	можно назвать	1	1
38	влияния на	1	1
39	или иными	1	1
40	при анализе	1	1
41	второй части	1	1
42	с другими	1	1
43	и больше	1	1
44	нет и	1	1
45	может не	1	1
46	в центре	2	1
47	если в	2	1
48	социального общения	2	1
49	связи с	1	1
50	мы видим	1	1
51	конечно и	1	1
52	во второй	1	1
53	подхода к	1	1
54	контекста не	1	1
55	в выборе	1	1
56	это направление	1	1
57	и заставляет	1	1
58	вещей и	1	1
