N	4gram	Trubetskoy_1	Problema
1	указывает на то что	1	3
2	дело в том что	1	3
3	точно так же и	1	2
4	до сих пор мы	1	2
5	одного и того же	1	2
6	и в другом случае	2	1
7	даже и в этом	1	1
8	хотя в то же	1	1
9	и с точки зрения	1	1
10	и на то что	1	1
11	что бы то ни	3	1
12	заключается в том что	1	1
13	сказать только то что	1	1
14	можно сказать только то	1	1
15	которых мы говорили выше	1	1
16	и в том и	2	1
17	во что бы то	3	1
18	во всех этих случаях	1	1
19	сводится к тому что	1	1
20	бы то ни стало	3	1
21	в том и в	2	1
22	том и в другом	2	1
23	но в то же	1	1
24	о которых мы говорили	1	1
