N	2gram	Voloshinov_1	FransuaR
1	и в	3	40
2	и не	1	13
3	в его	1	13
4	не только	1	13
5	но и	1	11
6	и все	1	9
7	может быть	1	9
8	и на	1	8
9	то же	1	7
10	же время	1	6
11	связи с	1	6
12	в то	1	6
13	для него	1	5
14	в особенности	1	5
15	мы видим	1	5
16	а не	1	5
17	в ней	1	4
18	один из	2	4
19	не может	4	3
20	если бы	1	3
21	не менее	1	2
22	точки зрения	1	2
23	в системе	1	2
24	при анализе	1	2
25	он в	1	2
26	в языке	1	2
27	из этих	1	2
28	вполне понятно	1	1
29	конечно и	1	1
30	с другими	1	1
31	смысл и	1	1
32	литературного произведения	1	1
33	нет и	1	1
34	именно с	1	1
35	с теми	1	1
36	с точки	1	1
37	влияния на	1	1
38	и истории	1	1
39	тому что	1	1
40	художественного произведения	1	1
41	впадает в	1	1
42	несмотря на	1	1
43	на нее	1	1
44	в анализе	1	1
