N	4gram	Vygotskiy__5	Analitik
1	не что иное как	1	4
2	состоит в том что	3	3
3	есть не что иное	1	3
4	то же самое время	1	2
5	в то же самое	1	2
6	одного и того же	3	2
7	в том что он	2	2
8	той мере в какой	2	2
9	в той мере в	3	2
10	в том числе и	1	1
11	с этой точки зрения	4	1
12	мы имеем в виду	1	1
13	в той же мере	1	1
14	такой же мере как	2	1
15	стороны одной и той	1	1
16	одно и то же	1	1
17	и вместе с тем	1	1
18	в собственном смысле слова	1	1
19	один и тот же	3	1
20	одной и той же	1	1
21	же мере как и	2	1
22	в такой же мере	3	1
23	одни и те же	1	1
24	только в том что	1	1
