N	3gram	Tiupa_Hudo_1	Myslijsy
1	более или менее	5	8
2	в том что	7	7
3	одного и того	2	6
4	в свою очередь	2	6
5	и того же	2	6
6	тем не менее	3	5
7	по крайней мере	1	5
8	подобно тому как	1	4
9	заключает в себе	1	4
10	в то время	1	4
11	с одной стороны	2	3
12	не могут быть	1	3
13	в чем состоит	1	2
14	в таком случае	1	2
15	в этом смысле	3	2
16	тогда как в	1	2
17	одно и то	3	2
18	состоит не в	1	2
19	может быть названо	2	2
20	но на деле	1	2
21	с другой стороны	5	2
22	для того чтобы	2	2
23	вбирает в себя	1	2
24	но не в	1	2
25	и то же	3	2
26	в сравнении с	1	2
27	и в жизни	1	2
28	не может быть	3	2
29	то же время	5	2
30	сама по себе	2	2
31	а не с	1	2
32	в то же	5	2
33	о том что	1	1
34	а в том	1	1
35	при этом что	1	1
36	и тем самым	1	1
37	в таких случаях	1	1
38	в том случае	1	1
39	бы то ни	1	1
40	в каком мы	1	1
41	в одном случае	1	1
42	в одном и	1	1
43	себе отчет в	1	1
44	как более или	1	1
45	при этом не	1	1
46	из того что	1	1
47	как и в	1	1
48	потому что из	1	1
49	друг другу и	1	1
50	и свою собственную	1	1
51	то ни было	1	1
52	того времени когда	1	1
53	в себе в	1	1
54	обратим внимание на	1	1
55	в душе хотя	1	1
56	могли бы быть	1	1
57	мере в какой	1	1
58	собственно говоря и	1	1
59	том случае если	1	1
60	внутренней и внешней	2	1
61	одном и том	1	1
62	состоит в том	5	1
63	то что они	1	1
64	в отличие от	7	1
65	в этом случае	1	1
66	и в слове	1	1
67	той мере в	1	1
68	и в самом	1	1
69	в том в	1	1
70	в каждом человеке	1	1
71	в себе никакого	1	1
72	и том же	1	1
73	в связи с	1	1
74	в той мере	1	1
75	внутреннее и внешнее	1	1
76	она могла бы	1	1
77	мы говорим о	1	1
78	отчет в том	1	1
79	нами не как	1	1
80	в себе никаких	1	1
81	друг от друга	1	1
82	единиц различного объема	1	1
83	бы ни был	1	1
84	это было бы	1	1
85	том что он	1	1
86	с этой точки	1	1
87	во втором случае	1	1
