N	4gram	Losev_Prob_2	Istorich
1	в то время как	1	3
2	один и тот же	2	2
3	бы то ни было	1	2
4	до сих пор мы	1	2
5	и тем не менее	1	2
6	уже о том что	1	1
7	с одной стороны и	3	1
8	является не чем иным	1	1
9	говоря уже о том	1	1
10	мы еще не знаем	1	1
11	в том случае когда	1	1
12	тем не менее и	1	1
13	с другой стороны однако	1	1
14	не чем иным как	1	1
15	но тем не менее	1	1
16	на самом же деле	1	1
17	если один и тот	1	1
18	только в связи с	2	1
19	в связи с целым	1	1
20	внимание на то что	1	1
21	так же как и	1	1
22	по этому поводу необходимо	1	1
23	не что иное как	3	1
24	не говоря уже о	4	1
25	какой бы то ни	1	1
26	есть не что иное	3	1
