N	3gram	Nazirov_Tv_1	Myshleni
1	в том что	6	19
2	по отношению к	1	10
3	с самого начала	3	7
4	к тому что	1	7
5	можно сказать что	2	6
6	то же самое	1	6
7	заключается в том	1	5
8	и того же	1	4
9	одного и того	1	4
10	в первую очередь	1	3
11	до сих пор	1	3
12	как частный случай	1	3
13	только то что	1	2
14	в том же	1	2
15	и в их	1	2
16	в этой области	1	2
17	с другой стороны	1	2
18	является как бы	1	2
19	ту же самую	1	2
20	не могут быть	1	2
21	вместе с тем	1	2
22	и отношений между	1	2
23	в связи с	1	2
24	с одной стороны	1	1
25	говорили что в	1	1
26	что как бы	1	1
27	том или другом	1	1
28	не столько на	1	1
29	но все это	1	1
30	значит что он	1	1
31	как и в	1	1
32	как частного случая	1	1
33	в конце концов	1	1
34	бы что он	1	1
35	что он не	1	1
36	что в каждом	1	1
37	на самом деле	2	1
38	самом конце развития	1	1
39	в отличие от	1	1
40	с большим трудом	1	1
41	том что в	2	1
42	не что иное	1	1
43	он не может	1	1
44	не значит что	1	1
45	не только в	2	1
46	то что в	1	1
47	в настоящее время	1	1
48	через него с	1	1
49	что иное как	1	1
50	что оно не	1	1
51	и как бы	1	1
52	в данном случае	2	1
53	точно так же	2	1
54	те и другие	1	1
55	не может не	1	1
56	сами по себе	1	1
57	и все же	3	1
58	бы он ни	1	1
59	только в двух	1	1
60	является одним из	2	1
61	который в своей	1	1
62	в самом конце	1	1
63	тем не менее	2	1
64	это не значит	1	1
65	в свою очередь	1	1
66	то и другое	1	1
67	чего я не	1	1
68	в этом плане	1	1
69	не то что	1	1
70	в этом пункте	1	1
