N	4gram	Tiupa_Lite_3	Myshleni
1	с этой точки зрения	1	4
2	с одной стороны и	2	3
3	состоит в том что	1	3
4	и вместе с тем	1	2
5	что я хотел сказать	1	1
6	слово позабыл что я	1	1
7	в том числе и	2	1
8	в каждый данный момент	1	1
9	только по отношению к	1	1
10	мысль бесплотная в чертог	1	1
11	я слово позабыл что	1	1
12	сказать и мысль бесплотная	1	1
13	в чертог теней вернется	1	1
14	не что иное как	1	1
15	и мысль бесплотная в	1	1
16	состоит как раз в	1	1
17	я хотел сказать и	1	1
18	позабыл что я хотел	1	1
19	бесплотная в чертог теней	1	1
20	только на то что	1	1
21	хотел сказать и мысль	1	1
22	о том что они	1	1
