N	4gram	Vygotskiy__4	KulturaY
1	в том что он	1	3
2	в то же время	1	2
3	и в самом деле	2	2
4	заключается в том что	2	2
5	а с другой стороны	1	2
6	прав когда указывает на	1	1
7	смысле этого слова и	2	1
8	и с точки зрения	1	1
9	и вместе с тем	1	1
10	и то обстоятельство что	1	1
11	с этой точки зрения	1	1
12	ответить на этот вопрос	1	1
13	о том что он	2	1
14	вовсе не то что	1	1
15	точно так же как	1	1
16	когда речь идет о	1	1
17	ни в какой мере	1	1
18	т д все это	1	1
19	сводится к тому что	2	1
20	свидетельствуют о том что	1	1
21	не что иное как	1	1
22	чтобы ответить на этот	1	1
23	только для того чтобы	1	1
24	можно было бы сказать	1	1
25	и т д все	1	1
