N	4gram	Potebnia_M_4	Psycholo
1	заключается в том что	1	3
2	одной и той же	1	3
3	в том и состоит	1	2
4	в силу того что	1	2
5	таким образом мы видим	1	1
6	мы различаем в слове	1	1
7	хотя и не без	1	1
8	в том числе и	1	1
9	на то что все	1	1
10	вижу есть для меня	1	1
11	тех пор пока мы	1	1
12	с другой стороны в	1	1
13	и в том случае	1	1
14	друг к другу и	1	1
15	одну и ту же	1	1
16	один и тот же	2	1
17	в том случае когда	1	1
18	я вижу есть для	1	1
19	вопрос о том что	1	1
20	бы и в том	1	1
21	не в том что	1	1
22	что я вижу есть	1	1
23	сами нуждаются в объяснении	1	1
24	именно в силу того	1	1
25	такое же значение как	1	1
26	не что иное как	2	1
27	еще до сих пор	1	1
28	то что я вижу	2	1
29	или что то же	1	1
30	в том случае если	1	1
31	том случае если бы	1	1
32	следующее то что я	1	1
33	не заключает в себе	1	1
34	одного и того же	1	1
35	и т д то	1	1
36	до тех пор пока	2	1
37	том и состоит чтобы	1	1
38	дело в том что	1	1
39	так как при этом	1	1
40	том случае когда мы	1	1
41	одним и тем же	1	1
42	только о том что	1	1
43	только в обществе и	1	1
44	и тот же предмет	1	1
45	и т п но	1	1
46	и ту же мысль	1	1
47	а если так то	1	1
