N	3gram	Nazirov_Tv_2	KulturaY
1	и т п	2	18
2	в том что	2	15
3	и т д	11	14
4	по отношению к	3	8
5	в самом деле	2	7
6	с другой стороны	2	6
7	только потому что	1	6
8	о том что	2	5
9	во всяком случае	2	5
10	по крайней мере	2	5
11	до сих пор	3	4
12	о том как	1	3
13	а с другой	1	3
14	того или иного	1	3
15	можно было бы	1	3
16	в связи с	1	3
17	в свою очередь	1	3
18	в соответствии с	4	3
19	не может быть	3	3
20	в то же	7	2
21	и потому что	1	2
22	что в них	1	2
23	в первую очередь	1	2
24	в целом и	2	2
25	д и т	1	2
26	то же время	7	2
27	в каждом из	1	2
28	так и в	2	2
29	т д и	1	2
30	том смысле что	1	1
31	при этом что	1	1
32	в братьях карамазовых	6	1
33	так же как	2	1
34	не только потому	1	1
35	точно так же	1	1
36	в письме к	1	1
37	это еще не	1	1
38	о характере этого	1	1
39	и если не	1	1
40	и в то	2	1
41	в известной мере	2	1
42	в противоречии с	1	1
43	но нас интересует	1	1
44	едва ли не	2	1
45	потому что они	1	1
46	а может быть	1	1
47	если не считать	2	1
48	таким образом первая	1	1
49	не так же	1	1
50	не столько к	1	1
51	в дневнике писателя	2	1
52	на той же	1	1
53	что ничего не	1	1
54	еще не все	1	1
55	в начале xix	1	1
56	большую роль в	1	1
57	ничего общего с	1	1
58	в отличие от	2	1
59	в том смысле	1	1
60	не в силах	2	1
61	т д все	1	1
62	на этот вопрос	2	1
63	сами по себе	1	1
64	в применении к	1	1
65	и если бы	1	1
66	было бы перевести	1	1
67	как и всякая	1	1
68	это все же	1	1
69	того факта что	1	1
70	в стороне от	1	1
71	начале xix века	1	1
72	так же ли	1	1
73	в наше время	2	1
74	д все это	1	1
75	той или иной	1	1
76	при этом на	1	1
77	на наших глазах	1	1
78	так и не	1	1
79	но прежде всего	2	1
80	это не значит	1	1
81	в случае с	1	1
82	мы говорим о	1	1
83	не то что	1	1
84	внимание читателя на	1	1
