N	3gram	Bakhtin_Fr_5	Myshleni
1	в том что	6	19
2	по отношению к	1	10
3	с точки зрения	2	10
4	для того чтобы	6	8
5	так же как	4	6
6	можно сказать что	2	6
7	в то время	2	6
8	от того что	1	6
9	то же самое	2	6
10	друг с другом	2	5
11	можно было бы	2	5
12	в самом начале	1	4
13	и того же	1	4
14	одного и того	1	4
15	как мы видели	4	4
16	потому что он	3	4
17	одной и той	1	3
18	мы видели что	1	3
19	до сих пор	3	3
20	так же точно	1	3
21	и той же	1	3
22	в этом отношении	5	3
23	те же самые	1	3
24	именно потому что	1	2
25	до известной степени	4	2
26	одном и том	1	2
27	в значительной мере	1	2
28	ту же самую	1	2
29	мы видим из	1	2
30	независимо от того	1	2
31	и том же	1	2
32	вместе с тем	1	2
33	в связи с	5	2
34	не может быть	2	2
35	что он должен	1	1
36	мы не можем	1	1
37	в этой сфере	1	1
38	связи с этим	3	1
39	то время когда	1	1
40	и в своей	1	1
41	в том числе	4	1
42	о том как	2	1
43	только тогда когда	1	1
44	в одном случае	1	1
45	его в себя	1	1
46	и во всех	3	1
47	теми или иными	1	1
48	как и в	1	1
49	потому что в	1	1
50	о чем мы	1	1
51	в другом случае	1	1
52	что и в	1	1
53	после всего сказанного	2	1
54	в настоящей главе	1	1
55	включающее в себя	1	1
56	совершенно так же	2	1
57	мы уже выяснили	1	1
58	что он не	1	1
59	ничего общего с	1	1
60	так как оно	1	1
61	же как и	2	1
62	вообще не знает	1	1
63	что в основе	1	1
64	есть не что	1	1
65	как бы в	2	1
66	не могли не	1	1
67	на самом деле	4	1
68	но вместе с	1	1
69	в отличие от	2	1
70	и не могут	2	1
71	как раз и	1	1
72	том что в	1	1
73	не что иное	1	1
74	но он не	1	1
75	он не может	1	1
76	то что в	1	1
77	включает в себя	1	1
78	той или иной	1	1
79	на том же	1	1
80	мы видим таким	1	1
81	что иное как	1	1
82	в самом деле	1	1
83	после того как	1	1
84	в данном случае	2	1
85	как бы он	1	1
86	во всех областях	1	1
87	том числе и	2	1
88	путь развития и	1	1
89	но и вообще	1	1
90	друг от друга	1	1
91	бы он ни	1	1
92	как и все	1	1
93	является одним из	1	1
94	один из важнейших	1	1
95	тем не менее	1	1
96	видим таким образом	1	1
97	в свою очередь	1	1
98	по своему содержанию	1	1
99	для человека смысле	1	1
100	такие понятия как	1	1
