N	3gram	Medvedev_F_2	RusskieA
1	в том что	2	15
2	и т д	5	9
3	вместе с тем	4	6
4	в этом случае	1	5
5	как мы увидим	1	5
6	к тому что	2	4
7	и в других	1	4
8	в связи с	10	4
9	в настоящее время	1	3
10	с точки зрения	7	3
11	тем не менее	1	3
12	мы не можем	1	3
13	по происхождению своему	1	2
14	в большинстве случаев	3	2
15	так как они	2	2
16	и связанные с	1	2
17	но тем не	1	2
18	может быть и	3	2
19	и многие другие	1	2
20	по этому поводу	1	2
21	не что иное	1	2
22	в свою очередь	1	2
23	что иное как	1	2
24	но все же	2	2
25	в других случаях	1	2
26	все же не	1	2
27	и некоторые другие	1	2
28	с тем и	2	2
29	можно говорить о	1	1
30	по этому вопросу	1	1
31	в таком случае	1	1
32	можно думать что	1	1
33	а в связи	2	1
34	в собственном смысле	1	1
35	при этом не	1	1
36	что каждый из	1	1
37	и в этом	5	1
38	как и в	1	1
39	и в дальнейшем	2	1
40	главным образом из	1	1
41	т е в	1	1
42	как мы знаем	2	1
43	и т п	9	1
44	что в первый	1	1
45	в противном случае	1	1
46	иметь в виду	1	1
47	что и в	1	1
48	но ни одна	1	1
49	сюда же относятся	1	1
50	ничего общего с	1	1
51	входит в круг	1	1
52	с тем что	5	1
53	каждый из этих	1	1
54	из всего этого	3	1
55	совершенно очевидно что	1	1
56	на самом деле	3	1
57	в отличие от	2	1
58	во всяком случае	5	1
59	к ней как	1	1
60	в этом отношении	7	1
61	делается вывод что	1	1
62	и пр и	4	1
63	приблизимся к пониманию	1	1
64	значения между тем	1	1
65	как мы видели	4	1
66	в виду что	1	1
67	эти требования и	1	1
68	в этом бою	1	1
69	которое в свою	1	1
70	что именно эти	1	1
71	на этот вопрос	1	1
72	не по существу	1	1
73	это приводит к	2	1
74	во всех этих	1	1
75	что в основе	1	1
76	в данном случае	1	1
