N	3gram	Voloshinov_1	Problema
1	с точки зрения	5	11
2	тем не менее	1	10
3	в том что	2	8
4	с другой стороны	2	6
5	то же самое	1	6
6	в данном случае	2	5
7	те или иные	1	4
8	можно было бы	1	4
9	тех или иных	1	3
10	на самом деле	1	3
11	в зависимости от	2	3
12	в связи с	1	3
13	того или иного	2	3
14	это и не	1	2
15	в то же	1	2
16	в одном случае	1	2
17	а также и	1	2
18	что иное как	2	2
19	едва ли кто-нибудь	1	2
20	есть не что	2	2
21	в значительной мере	1	2
22	ничего общего с	2	2
23	чем иным как	2	2
24	не что иное	2	2
25	более или менее	1	2
26	не чем иным	2	2
27	для того чтобы	1	2
28	в чем же	1	1
29	с одной стороны	2	1
30	с самого начала	2	1
31	в человеческом обществе	1	1
32	по себе а	1	1
33	в живом историческом	1	1
34	эстетике и в	1	1
35	в эстетике и	1	1
36	и есть не	1	1
37	как и в	1	1
38	несмотря на все	1	1
39	смысле слова и	1	1
40	но так как	2	1
41	то само собой	1	1
42	нам кажется что	1	1
43	на то что	1	1
44	иметь в виду	1	1
45	то он и	1	1
46	к тому что	1	1
47	ли кто-нибудь станет	1	1
48	так же как	1	1
49	все равно не	1	1
50	и как бы	1	1
51	является не чем	1	1
52	этой точки зрения	1	1
53	что едва ли	1	1
54	только потому что	1	1
55	само собой разумеется	1	1
56	выходит за пределы	1	1
57	мы можем путем	1	1
58	прежде всего является	1	1
59	только то что	1	1
60	не говорить о	1	1
61	и вместе с	1	1
62	но и его	1	1
63	прежде всего в	1	1
64	и не может	1	1
65	однако было бы	1	1
66	то что в	1	1
67	представим себе что	2	1
68	и тем что	1	1
69	равно как и	1	1
70	в последнее время	1	1
71	почти никогда не	1	1
72	между собою и	1	1
73	здесь нет никакого	1	1
74	в предисловии к	1	1
75	само по себе	1	1
76	ту или иную	1	1
77	одно и то	3	1
78	время в ней	1	1
79	если бы мы	1	1
80	или в конце	1	1
81	с этой точки	1	1
