N	4gram	Bakhtin_sl_2	FransuaR
1	в то же время	4	10
2	и в то же	1	5
3	в том числе и	1	2
4	но в то же	3	2
5	с одной стороны и	3	1
6	в том что оно	1	1
7	как к своему пределу	1	1
8	в большинстве случаев в	1	1
9	их удельный вес в	1	1
10	тем или иным способом	1	1
11	включает в себя момент	1	1
12	то же время это	2	1
13	не исчерпывает себя в	3	1
14	всегда включает в себя	1	1
15	в том что она	1	1
16	в той или иной	3	1
17	и в той или	1	1
18	как мы уже говорили	1	1
19	никогда не исчерпывает себя	1	1
20	можно прямо сказать что	2	1
21	той или иной степени	3	1
22	как мы уже сказали	1	1
23	никогда не может быть	2	1
24	по отношению к языку	1	1
25	мы не можем здесь	1	1
