N	3gram	Propp_Isto_2	Hudozhes
1	по отношению к	3	10
2	в отличие от	1	7
3	с другой стороны	2	5
4	в том что	5	5
5	и то же	1	3
6	тем не менее	1	3
7	так или иначе	1	2
8	с одной стороны	3	2
9	в силу своей	1	2
10	и прежде всего	1	2
11	подобно тому как	3	1
12	из этих двух	1	1
13	в таких случаях	2	1
14	в отдельности и	1	1
15	так же как	4	1
16	дело не в	2	1
17	друг от друга	1	1
18	не в состоянии	1	1
19	в одной из	1	1
20	по себе а	1	1
21	точно так же	6	1
22	в одном случае	2	1
23	это и есть	1	1
24	в этих случаях	8	1
25	что иное как	2	1
26	при всей своей	1	1
27	но в отличие	1	1
28	иметь в виду	2	1
29	в себе в	1	1
30	что он не	4	1
31	о том что	2	1
32	в этом случае	5	1
33	не что иное	2	1
34	с которыми он	1	1
35	в связи с	4	1
36	в лес но	1	1
37	именно эта сторона	1	1
38	мы имеем в	5	1
39	мы видим в	1	1
40	есть не что	1	1
41	в виду что	1	1
42	в зависимости от	1	1
43	в себя и	1	1
44	не может быть	2	1
45	том что он	1	1
46	а в другом	1	1
47	к тому же	2	1
