N	4gram	Bakhtin_Pr_3	FransuaR
1	в то же время	12	10
2	и в то же	5	5
3	мы уже говорили что	2	5
4	до сих пор еще	1	4
5	большей или меньшей степени	1	3
6	в большей или меньшей	1	3
7	но в то же	3	2
8	то же время как	1	1
9	и в самом деле	1	1
10	на самом деле и	1	1
11	не может быть и	1	1
12	и во всем последующем	1	1
13	может быть и речи	1	1
14	как бы ни был	1	1
15	в той или иной	2	1
16	и вместе с тем	1	1
17	то же время не	2	1
18	во всем последующем творчестве	1	1
19	бы то ни было	4	1
20	как мы уже говорили	1	1
21	на самом же деле	1	1
22	самом деле и в	1	1
23	той или иной степени	1	1
24	выходит за пределы нашей	1	1
25	какой бы то ни	1	1
