N	2gram	Voloshinov_1	Vladivir
1	и в	3	31
2	не только	1	24
3	но и	1	19
4	и не	1	17
5	в его	1	12
6	в то	1	8
7	для него	1	7
8	не может	4	6
9	то же	1	6
10	может быть	1	6
11	же время	1	4
12	и все	1	4
13	один из	2	4
14	в особенности	1	4
15	несмотря на	1	4
16	к тому	1	3
17	он в	1	3
18	и на	1	3
19	по своим	1	3
20	тех же	1	2
21	не менее	1	2
22	точки зрения	1	2
23	нет и	1	2
24	и можно	1	2
25	из этих	1	2
26	именно с	1	2
27	не из	1	2
28	бы в	1	1
29	бы на	1	1
30	сравнении с	1	1
31	его от	1	1
32	связи с	1	1
33	еще большим	1	1
34	и больше	1	1
35	вполне понятно	1	1
36	с другими	1	1
37	от общей	1	1
38	с теми	1	1
39	с самых	1	1
40	вообще всякого	1	1
41	во второй	1	1
42	в каждом	1	1
43	ни один	1	1
44	тому что	1	1
45	на месте	1	1
46	больше ничего	1	1
47	ничего кроме	1	1
48	а не	1	1
49	в ней	1	1
50	если бы	1	1
