N	3gram	Tiupa_Disk_2	FransuaR
1	в то же	4	10
2	то же время	5	10
3	в большинстве случаев	1	6
4	в том что	6	6
5	и в то	1	5
6	хвалы и брани	1	4
7	как и в	5	4
8	в том числе	1	3
9	в другом месте	1	3
10	между вещами и	1	3
11	хвала и брань	1	3
12	о том что	3	2
13	и т.п в	1	2
14	существенную роль в	1	2
15	бы то ни	1	2
16	с одной стороны	4	2
17	можно сказать что	1	2
18	в данном случае	6	2
19	том числе и	1	2
20	с точки зрения	2	2
21	дело в том	2	2
22	с другой стороны	1	2
23	не может быть	3	2
24	подобно тому как	2	1
25	с самого начала	1	1
26	так и в	3	1
27	включает в себя	1	1
28	если можно так	1	1
29	события так и	1	1
30	и там где	1	1
31	и в частности	1	1
32	жизни и смерти	1	1
33	а с другой	1	1
34	а также и	1	1
35	можно так выразиться	1	1
36	до известной степени	1	1
37	имел место в	1	1
38	то ни было	1	1
39	свет и на	1	1
40	не в том	1	1
41	со своим прошлым	1	1
42	и прежде всего	2	1
43	и как бы	2	1
44	и в современной	1	1
45	состоит в том	2	1
46	по отношению к	4	1
47	и то что	2	1
48	весьма существенную роль	1	1
49	в отличие от	12	1
50	речь идет о	1	1
51	но при этом	2	1
52	и здесь в	1	1
53	той или иной	3	1
54	на одном лице	1	1
55	в мире в	2	1
56	одной стороны и	2	1
57	только то что	1	1
58	в самом деле	1	1
59	как правило не	1	1
60	литературы нового времени	1	1
61	прежде всего в	1	1
62	в свое время	2	1
63	в этом отношении	4	1
64	в пределах одной	1	1
65	потому что в	1	1
66	и т.п но	1	1
67	и не быть	1	1
68	в той или	1	1
69	и могут быть	1	1
