N	4gram	Vygotskiy__4	Myshleni
1	в то время как	2	5
2	заключается в том что	2	5
3	по самой своей природе	1	4
4	одной и той же	2	3
5	была в том что	1	2
6	к тому что он	1	2
7	в одной и той	1	2
8	вместе с тем и	1	2
9	на самом деле не	1	1
10	но совершенно очевидно что	1	1
11	то же самое что	2	1
12	можно было бы показать	1	1
13	полном смысле этого слова	1	1
14	только в самом конце	1	1
15	же самое в отношении	1	1
16	точно так же как	1	1
17	для этого нужно было	1	1
18	не что иное как	1	1
19	того чтобы ответить на	1	1
20	было бы показать что	1	1
21	с этой точки зрения	1	1
22	для того чтобы ответить	1	1
23	ответить на этот вопрос	1	1
24	так же как и	1	1
25	друг к другу в	1	1
26	чтобы ответить на этот	1	1
27	в полном смысле этого	1	1
28	то же самое в	1	1
29	с психологической точки зрения	1	1
