N	4gram	Medvedev_F_3	Psycholo
1	одной и той же	1	4
2	в то же время	7	2
3	все более и более	1	2
4	одни и те же	3	2
5	и т п в	2	1
6	и те же и	1	1
7	не нуждается ни в	2	1
8	каждая эпоха имеет свой	1	1
9	в жизни и в	1	1
10	с этой точки зрения	1	1
11	одного и того же	1	1
12	нуждается ни в каком	1	1
13	и тем не менее	1	1
14	в зависимости от того	1	1
15	что же касается до	1	1
16	можно не соглашаться с	1	1
17	в самом деле что	1	1
18	то же самое и	1	1
19	один и тот же	1	1
20	и не может быть	3	1
21	бы то ни было	4	1
22	какого бы то ни	1	1
23	это объясняется тем что	1	1
24	и прием затрудненной формы	1	1
25	же самое и в	1	1
26	не может быть содержанием	1	1
27	вместе с тем и	1	1
