N	3gram	Tiupa_Narr_1	Formalny
1	с точки зрения	1	13
2	в то же	4	8
3	то же время	4	8
4	и т д	1	8
5	до сих пор	2	6
6	на самом деле	1	6
7	более или менее	1	6
8	в свою очередь	2	6
9	не может быть	4	5
10	с одной стороны	1	4
11	по отношению к	3	4
12	во всяком случае	2	4
13	бы то ни	1	3
14	может быть и	1	3
15	мы не можем	1	2
16	связи с этим	1	2
17	произведение в его	1	2
18	и не может	1	2
19	как мы видели	1	2
20	как если бы	2	2
21	быть и не	1	2
22	сами по себе	2	2
23	в связи с	2	2
24	в зависимости от	2	2
25	друг от друга	1	2
26	как и все	1	2
27	как мы увидим	1	2
28	не сводится к	2	2
29	как один из	1	1
30	и тем самым	4	1
31	в том числе	1	1
32	в самом начале	1	1
33	в эстетике и	1	1
34	в этом отношении	3	1
35	и в то	1	1
36	дистанцию по отношению	1	1
37	ясно что для	1	1
38	может быть вполне	1	1
39	то ни было	1	1
40	по себе но	1	1
41	в той же	1	1
42	в предыдущей главе	1	1
43	к тому что	1	1
44	жизни не только	1	1
45	в том что	5	1
46	самом деле в	1	1
47	но и с	1	1
48	же как и	1	1
49	входит в состав	1	1
50	это то что	1	1
51	состоит в том	2	1
52	значения и смысла	1	1
53	в первой главе	1	1
54	в отличие от	2	1
55	не только с	1	1
56	как она есть	1	1
57	не могло быть	1	1
58	друг для друга	2	1
59	как и всякий	1	1
60	но все же	1	1
61	тем более не	1	1
62	не только на	2	1
63	но и в	2	1
64	том числе и	1	1
65	мы уже знаем	1	1
66	и вся его	1	1
67	так и не	2	1
68	тем не менее	3	1
69	и как бы	1	1
70	в отрыве от	1	1
71	в данном случае	8	1
72	с другой стороны	1	1
