N	3gram	Tiupa_Hudo_2	Istorich
1	и т д	2	18
2	мы знаем что	1	10
3	до сих пор	2	6
4	точно так же	1	6
5	в том что	11	5
6	в этом случае	1	5
7	так же как	2	4
8	что он не	1	4
9	не только в	2	4
10	но все же	1	4
11	подобно тому как	4	3
12	с одной стороны	3	3
13	по отношению к	7	3
14	можно было бы	2	3
15	о том что	7	2
16	что это за	1	2
17	с самого начала	1	2
18	с другой стороны	1	2
19	об этом говорит	1	2
20	не может быть	3	2
21	сих пор мы	1	2
22	знаем что он	1	2
23	после того как	1	2
24	тот момент когда	1	2
25	в тот момент	1	2
26	к тому же	2	2
27	так или иначе	1	1
28	из этих двух	1	1
29	вот он и	1	1
30	в соседней комнате	1	1
31	том что в	3	1
32	в этой связи	2	1
33	о том как	2	1
34	и в лесу	1	1
35	дело не только	2	1
36	в это время	1	1
37	видит в нем	1	1
38	не только не	2	1
39	того как он	1	1
40	мы узнаем что	1	1
41	она не знает	1	1
42	в этой роли	1	1
43	что она не	2	1
44	то что она	1	1
45	не в состоянии	1	1
46	в последней главе	1	1
47	дом в котором	1	1
48	человека а не	1	1
49	то что было	2	1
50	в то что	1	1
51	не зная что	2	1
52	том что после	1	1
53	на другой день	2	1
54	друг от друга	1	1
55	была одной из	1	1
56	момент когда он	1	1
57	тем не менее	3	1
58	и состоит в	1	1
59	но это только	1	1
60	не то что	1	1
