N	4gram	Losev_Vlad_2	Marksizm
1	в то же время	3	8
2	но в то же	1	5
3	в собственном смысле слова	1	2
4	в том что он	2	2
5	в последнее время в	1	1
6	было конечно не в	1	1
7	уже с самого начала	1	1
8	к этому нужно прибавить	1	1
9	здесь как и везде	1	1
10	но во всяком случае	1	1
11	а может быть и	1	1
12	не что иное как	1	1
13	он есть но он	1	1
14	но тем не менее	1	1
15	не говоря уже о	2	1
16	ни к чему не	1	1
17	дело в том что	3	1
18	себе не может быть	1	1
19	это было не так	1	1
20	как мы уже сказали	1	1
