N	3gram	Voloshinov_1	StatiiOP
1	в том что	1	17
2	о том что	2	11
3	для того чтобы	7	10
4	можно было бы	1	8
5	с точки зрения	5	8
6	до сих пор	1	7
7	в этом отношении	2	7
8	на самом деле	3	6
9	с другой стороны	1	6
10	в самом деле	1	5
11	не может быть	2	5
12	в то же	9	4
13	то же время	7	4
14	того или иного	5	4
15	и в области	2	4
16	не только в	3	4
17	но все же	2	3
18	и в этом	1	3
19	то или иное	4	3
20	на вопрос о	1	2
21	вопрос о том	1	2
22	хотя бы и	1	2
23	но в то	2	2
24	как и в	1	2
25	да ведь и	1	2
26	в той же	3	2
27	и тем же	1	2
28	в этом случае	3	2
29	чуть ли не	2	2
30	но и в	3	2
31	так как в	1	2
32	тем не менее	1	2
33	это прежде всего	1	2
34	по крайней мере	1	2
35	что в одном	1	1
36	чтобы убедиться в	1	1
37	в гостях у	1	1
38	ему и в	1	1
39	и не было	1	1
40	в так называемой	2	1
41	на этот вопрос	1	1
42	тот факт что	1	1
43	даже и в	1	1
44	мы теперь должны	1	1
45	являются для нас	1	1
46	не должен быть	1	1
47	не менее и	1	1
48	в другом месте	1	1
49	той же мере	1	1
50	в себе какой-то	1	1
51	и в голову	1	1
52	и никогда не	1	1
53	в конце концов	3	1
54	было бы говорить	1	1
55	и в наши	1	1
56	и в то	2	1
57	должны были бы	2	1
58	том и другом	1	1
59	с нашей точки	1	1
60	мы приходим к	1	1
61	к тому что	2	1
62	то все же	1	1
63	не надо думать	1	1
64	здесь нет и	1	1
65	и не может	1	1
66	и другом случае	1	1
67	как и вообще	1	1
68	конечно это не	1	1
69	в косвенных падежах	1	1
70	в чем другом	1	1
71	мысль о том	1	1
72	само собой разумеется	2	1
73	вовсе не является	1	1
74	у нас не	2	1
75	но ведь в	1	1
76	этот вопрос в	1	1
77	и в отношении	1	1
78	нашей точки зрения	1	1
79	но все эти	1	1
80	той или иной	3	1
81	хотя бы в	1	1
82	того чтобы не	1	1
83	ответа на вопрос	1	1
84	почему же мы	1	1
85	что ведь и	1	1
86	содержит в себе	1	1
87	тогда он должен	1	1
88	смысле этого слова	2	1
89	существует лишь в	1	1
90	в зависимости от	5	1
91	и в косвенных	1	1
92	не может не	1	1
93	в том и	1	1
94	не говоря уже	1	1
95	но то что	1	1
96	должен был бы	1	1
97	ту или иную	3	1
98	что у нас	2	1
99	искать ответа на	1	1
100	но даже и	1	1
101	в голову не	2	1
