N	4gram	Potebnia_M_4	FransuaR
1	в то же время	3	10
2	в той же книге	1	3
3	в том числе и	1	2
4	дело в том что	1	2
5	и до сих пор	2	2
6	самое нужно сказать и	1	1
7	мы можем судить о	1	1
8	к другу и к	1	1
9	друг к другу и	1	1
10	заключается в том что	1	1
11	но если бы в	1	1
12	нужно сказать и о	1	1
13	то же самое нужно	2	1
14	конечно не в том	1	1
15	судить о том что	1	1
16	как бы ни был	1	1
17	и вместе с тем	1	1
18	можно сказать что в	1	1
19	же самое нужно сказать	1	1
20	в то время когда	1	1
21	не в том что	1	1
22	лишь один из моментов	1	1
