N	4gram	Bakhtin_Pr_5	FransuaR
1	в то же время	10	10
2	и в то же	2	5
3	мы уже говорили что	3	5
4	до сих пор еще	1	4
5	большей или меньшей степени	1	3
6	в большей или меньшей	1	3
7	но в то же	4	2
8	дело в том что	1	2
9	то же время как	1	1
10	и в самом деле	1	1
11	на самом деле и	1	1
12	в том или ином	1	1
13	и во всем последующем	1	1
14	как бы ни был	1	1
15	в той или иной	4	1
16	и вместе с тем	1	1
17	то же время не	3	1
18	во всем последующем творчестве	1	1
19	мы уже говорили в	1	1
20	бы то ни было	3	1
21	как мы уже говорили	2	1
22	самом деле и в	1	1
23	той или иной степени	2	1
