N	3gram	Kanaev_Sov_1	Myslijsy
1	в том что	1	7
2	сами по себе	1	7
3	во всяком случае	2	7
4	в свою очередь	2	6
5	тем не менее	2	5
6	по крайней мере	1	5
7	заключает в себе	1	4
8	до сих пор	1	4
9	не было бы	1	4
10	мы не можем	6	3
11	с одной стороны	1	3
12	не могут быть	1	3
13	но тем не	1	3
14	с самого начала	3	2
15	в этом смысле	1	2
16	и во всех	1	2
17	как и во	1	2
18	на самом деле	1	2
19	и может быть	1	2
20	не может быть	4	2
21	то же время	1	2
22	не в том	1	2
23	в то же	1	2
24	но только не	1	1
25	и тот же	1	1
26	в том случае	1	1
27	бы то ни	1	1
28	мы знаем что	1	1
29	в одном случае	1	1
30	и в этом	1	1
31	мы видели что	3	1
32	один и тот	1	1
33	друг на друга	1	1
34	то ни было	1	1
35	в себе в	1	1
36	и не может	1	1
37	что в каждом	1	1
38	очень важную роль	1	1
39	не может но	1	1
40	в первое время	1	1
41	в отличие от	2	1
42	одной и той	1	1
43	в этом случае	1	1
44	и той же	1	1
45	может стать в	1	1
46	из них это	1	1
47	но все эти	1	1
48	одной стороны и	1	1
49	может быть только	1	1
50	в связи с	1	1
51	в действительности развивается	1	1
52	но все же	1	1
53	тем же путем	1	1
54	мы не знаем	1	1
55	мы говорим о	1	1
56	у нас есть	1	1
57	в том как	1	1
58	дело в том	1	1
59	например указать на	1	1
60	это как бы	1	1
61	с одной и	1	1
62	не можем определить	1	1
63	ничего не имеют	1	1
