N	4gram	Bakhtin_Pr_1	FransuaR
1	в то же время	7	10
2	и в то же	3	5
3	но в то же	2	2
4	дело в том что	1	2
5	как бы оно ни	1	1
6	здесь углубляться в эту	1	1
7	не можем здесь углубляться	1	1
8	заключается в том что	1	1
9	можем здесь углубляться в	1	1
10	бы оно ни было	1	1
11	зрения на мир и	1	1
12	то же время не	2	1
13	дело идет именно об	1	1
14	не в том что	1	1
15	бы то ни было	2	1
16	как мы уже говорили	1	1
17	в том что это	1	1
18	можно прямо сказать что	1	1
19	мы не можем здесь	1	1
20	какой бы то ни	1	1
21	точку зрения на мир	1	1
