N	3gram	Bakhtin_fo_2	Narrotol
1	в данном случае	1	8
2	не только в	5	6
3	времени и пространстве	1	6
4	в том что	3	5
5	в то же	4	4
6	то же время	4	4
7	той или иной	1	4
8	не может быть	1	4
9	для того чтобы	7	3
10	в этом отношении	2	3
11	о том что	1	2
12	можно сказать что	1	2
13	друг на друга	2	2
14	до сих пор	2	2
15	в отличие от	1	2
16	то же самое	2	2
17	и то же	1	2
18	с установкой на	1	2
19	в связи с	7	2
20	но и в	3	2
21	сами по себе	2	2
22	в свою очередь	1	2
23	одно и то	1	2
24	принимают участие в	1	1
25	с одной стороны	1	1
26	об этом свидетельствует	1	1
27	на протяжении всего	2	1
28	его жизни и	1	1
29	связи с этим	2	1
30	существенную роль в	1	1
31	друг с другом	4	1
32	жизни но и	1	1
33	и в то	3	1
34	с точки зрения	8	1
35	на друга но	1	1
36	жизни и смерти	1	1
37	как она была	1	1
38	более глубокий и	1	1
39	к тому что	1	1
40	бы не было	1	1
41	как и в	1	1
42	точки зрения в	1	1
43	и того же	1	1
44	и хронотопа в	1	1
45	еще вернемся к	1	1
46	в частности в	1	1
47	и та же	2	1
48	в особенности в	1	1
49	и не только	1	1
50	на самом деле	1	1
51	сих пор еще	1	1
52	но в этом	1	1
53	мы еще вернемся	3	1
54	в том числе	3	1
55	уже не только	1	1
56	но в данном	1	1
57	никогда не было	1	1
58	может быть и	2	1
59	одного и того	1	1
60	но все же	1	1
61	как мы видели	1	1
62	и как бы	1	1
63	но при этом	1	1
64	тем более не	1	1
65	одна и та	2	1
66	том числе и	2	1
67	друг от друга	2	1
68	как и все	1	1
69	как мы увидим	1	1
70	с другой стороны	1	1
71	в той или	1	1
72	а за ними	1	1
73	и т д	3	1
