N	4gram	Medvedev_F_2	Myshleni
1	в собственном смысле этого	1	3
2	собственном смысле этого слова	1	3
3	той мере в какой	1	2
4	не чем иным как	1	2
5	в той мере в	1	2
6	речи но все же	1	1
7	и не может быть	2	1
8	не осуществляется на самом	1	1
9	осуществляется на самом деле	1	1
10	совершенно в той же	1	1
11	и то и другое	2	1
12	от одного к другому	1	1
13	если мы обратимся к	1	1
14	в неразрывной связи с	1	1
15	не что иное как	1	1
16	не может быть понят	1	1
17	и во всяком случае	1	1
18	есть не что иное	1	1
