N	3gram	Tiupa_Lite_1	Psycholo
1	на то что	1	16
2	в том что	11	14
3	с одной стороны	2	12
4	в зависимости от	1	6
5	о том что	2	6
6	в самом деле	1	5
7	с другой стороны	1	5
8	до сих пор	1	5
9	по этому поводу	1	4
10	а с другой	1	4
11	с самого начала	1	3
12	не в состоянии	1	3
13	одним и тем	1	3
14	из того что	2	3
15	иметь в виду	1	3
16	и тем же	1	3
17	и то что	2	3
18	в этом отношении	2	3
19	в лучшем случае	1	3
20	можно было бы	1	3
21	онегина и татьяны	1	3
22	и того же	1	2
23	до тех пор	1	2
24	на самом деле	1	2
25	в отличие от	5	2
26	не только в	4	2
27	одного и того	1	2
28	в каком отношении	1	2
29	тех пор пока	1	2
30	с точки зрения	2	2
31	именно в том	1	2
32	мы никогда не	1	2
33	в данном случае	4	2
34	в качестве своего	1	2
35	состоит в том	5	2
36	речевого материала и	1	2
37	не может быть	1	2
38	на одном из	1	1
39	следующим образом если	1	1
40	только потому что	1	1
41	в евгении онегине	1	1
42	уже в первой	1	1
43	по существу в	1	1
44	в первой главе	1	1
45	во внешнем мире	1	1
46	не может и	1	1
47	и в частности	1	1
48	во время чумы	1	1
49	том или ином	1	1
50	и тем более	1	1
51	жизни но и	1	1
52	в другом месте	1	1
53	и в этом	1	1
54	в ответ на	1	1
55	этой точки зрения	3	1
56	в себя и	1	1
57	это приводит к	1	1
58	с той же	1	1
59	в целом ряде	1	1
60	в одной из	1	1
61	во многих случаях	1	1
62	по отношению ко	1	1
63	ничего общего с	1	1
64	как один из	1	1
65	в полной мере	1	1
66	с собой в	1	1
67	по отношению к	2	1
68	не мог бы	1	1
69	пример в этом	1	1
70	другой стороны он	1	1
71	не могло быть	2	1
72	едва ли не	1	1
73	в русской литературе	3	1
74	чуть ли не	2	1
75	в конечном счете	4	1
76	по тому же	1	1
77	в произведение искусства	1	1
78	не может стать	1	1
79	на задний план	1	1
80	в произведении искусства	1	1
81	в последнее время	1	1
82	дело в том	2	1
83	том что он	1	1
84	мы имеем дело	1	1
85	в состав произведения	1	1
86	на том что	1	1
87	только то что	1	1
88	к тому чтобы	1	1
89	а не как	1	1
90	в свою очередь	1	1
91	с этой точки	3	1
92	по крайней мере	1	1
