N	3gram	Voloshinov_1	VeschiIm
1	не может быть	4	18
2	не что иное	2	8
3	что иное как	2	8
4	в том что	2	6
5	на то что	1	6
6	в чем же	1	5
7	и то же	2	5
8	есть не что	2	5
9	тем не менее	1	5
10	одно и то	3	5
11	в то же	1	4
12	то же время	1	4
13	с точки зрения	5	4
14	подобно тому как	1	3
15	можно было бы	1	3
16	более или менее	1	3
17	только то что	1	3
18	в самом деле	2	3
19	в собственном смысле	1	3
20	само по себе	1	3
21	можно говорить о	1	2
22	но что же	1	2
23	что в ней	1	2
24	к тому что	1	2
25	этой точки зрения	1	2
26	то не только	1	2
27	в данном случае	2	2
28	что же такое	1	2
29	с этой точки	1	2
30	должно было бы	1	1
31	мы не можем	1	1
32	он и не	1	1
33	так же как	1	1
34	с одной стороны	2	1
35	которую не может	1	1
36	и более или	1	1
37	но в то	1	1
38	и есть не	1	1
39	и один из	1	1
40	только и может	1	1
41	тех или иных	1	1
42	с другой стороны	2	1
43	может быть и	1	1
44	потому что они	1	1
45	и как бы	1	1
46	не мог бы	1	1
47	несмотря на все	1	1
48	на том основании	1	1
49	не только одно	1	1
50	представим себе что	2	1
51	быть и речи	1	1
52	есть прежде всего	3	1
53	на себя и	1	1
54	и вместе с	1	1
55	и не может	1	1
56	в зависимости от	2	1
57	только потому что	1	1
58	для того чтобы	1	1
59	между собою и	1	1
60	тот же самый	1	1
61	хотя бы в	1	1
62	нужно сказать что	1	1
