1	в том что	11	16
2	о том что	7	11
3	в этом отношении	1	9
4	и т д	2	6
5	до сих пор	2	5
6	к тому что	4	5
7	для того чтобы	3	5
8	дело в том	1	4
9	что он не	1	4
10	после того как	1	4
11	с самого начала	1	3
12	и т п	2	3
13	в г в	1	3
14	с другой стороны	1	3
15	в одном из	1	3
16	так же как	2	3
17	в классической трагедии	1	2
18	с точки зрения	2	2
19	тем не менее	3	2
20	и в этом	2	2
21	том что в	3	2
22	в самом деле	3	2
23	в значительной степени	1	2
24	к тому же	2	2
25	но все же	1	2
26	бы то ни	1	2
27	в это время	1	2
28	потому что это	1	2
29	не только не	2	2
30	том что она	2	1
31	так или иначе	1	1
32	в том числе	1	1
33	что он уже	1	1
34	да и в	1	1
35	или иначе в	1	1
36	за все время	1	1
37	этого произведения именно	1	1
38	как в классической	1	1
39	не сказал бы	1	1
40	не могло быть	1	1
41	а между тем	3	1
42	в то время	1	1
43	я не могу	1	1
44	в этом случае	1	1
45	по отношению к	7	1
46	в котором он	1	1
47	с того что	1	1
48	в них нет	1	1
49	не то что	1	1
50	в ответ на	1	1
51	в то же	4	1
52	точно так же	1	1
53	можно судить по	1	1
54	то же время	4	1
55	не является внешним	1	1
56	в данном случае	2	1
57	и в том	1	1
58	между тем в	1	1
59	ни одного слова	2	1
60	точно такое же	1	1
61	в приложении к	1	1
62	в настоящее время	1	1
63	заключается в том	1	1
