N	4gram	Bakhtin_Pr_1	KulturaY
1	в зависимости от того	1	3
2	можно было бы сказать	1	3
3	не в том что	1	2
4	можно было бы привести	1	2
5	уже само по себе	1	1
6	что бы то ни	1	1
7	в то же время	7	1
8	ни на минуту не	1	1
9	слова можно говорить об	1	1
10	заключается в том что	1	1
11	было до сих пор	1	1
12	не потому что он	1	1
13	во что бы то	1	1
14	с этой точки зрения	1	1
15	бы то ни стало	1	1
16	с точки зрения их	1	1
17	зависимости от того в	1	1
18	в том отношении что	1	1
19	которая как раз и	1	1
20	и в то же	3	1
21	по себе еще не	2	1
22	и не могут быть	1	1
23	до самого последнего времени	1	1
24	но для того чтобы	1	1
