N	4gram	Losev_Vlad_3	Psycholo
1	заключается в том что	1	7
2	только в том случае	3	4
3	в том случае если	2	4
4	в том что он	1	3
5	в то же время	2	2
6	в том что в	3	2
7	в том и заключается	1	2
8	в то время как	2	2
9	что бы то ни	2	1
10	том случае если мы	1	1
11	одно и то же	1	1
12	том и заключается что	1	1
13	не что иное как	1	1
14	с этой точки зрения	1	1
15	бы то ни стало	2	1
16	а с другой стороны	2	1
17	само собой разумеется что	1	1
18	и тем не менее	1	1
19	можно не соглашаться с	1	1
20	бы то ни было	1	1
21	то это значит что	4	1
22	что такая точка зрения	1	1
23	и в том что	1	1
24	во что бы то	2	1
25	указать на то что	1	1
26	есть вместе с тем	1	1
27	так же как и	1	1
28	свидетельствует о том что	2	1
