N	4gram	Vinokur_Ku_3	Myslijsy
1	в то же время	1	5
2	не в том что	2	3
3	одним и тем же	2	3
4	одной и той же	1	2
5	только после того как	2	1
6	души впрочем не отличающее	1	1
7	еще знание этого единства	1	1
8	в самом деле в	1	1
9	только в силу того	1	1
10	единства она есть не	1	1
11	что он не знает	1	1
12	заключается в том что	1	1
13	этого единства она есть	1	1
14	образ предмета а образ	1	1
15	не отличающее ее от	1	1
16	в том смысле что	1	1
17	в образы принимаемые нами	1	1
18	в силу того что	1	1
19	за предметы существующие независимо	1	1
20	кроме фактического единства образа	1	1
21	впечатлений в образы принимаемые	1	1
22	не говоря уже о	2	1
23	нашей души впрочем не	1	1
24	внутренняя форма кроме фактического	1	1
25	общем смысле этого слова	1	1
26	дело нашей души впрочем	1	1
27	есть дело нашей души	1	1
28	собственном смысле этого слова	1	1
29	участия это соединение есть	1	1
30	и без нашего участия	1	1
31	тем не менее есть	1	1
32	не только в том	1	1
33	она есть не образ	1	1
34	знание этого единства она	1	1
35	нашего участия это соединение	1	1
36	и в самом деле	3	1
37	до сих пор еще	3	1
38	ее от души животного	1	1
39	это соединение есть дело	1	1
40	только в том случае	1	1
41	по себе еще не	1	1
42	соединение есть дело нашей	1	1
43	заключается не только в	1	1
44	в том случае когда	3	1
45	единства образа дает еще	1	1
46	отличающее ее от души	1	1
47	не образ предмета а	1	1
48	форма кроме фактического единства	1	1
49	в то время когда	1	1
50	дает еще знание этого	1	1
51	вовсе не в том	1	1
52	нас и без нашего	1	1
53	существующие независимо от нас	1	1
54	независимо от нас и	1	1
55	фактического единства образа дает	1	1
56	без нашего участия это	1	1
57	что в первом случае	1	1
58	от нас и без	1	1
59	образы принимаемые нами за	1	1
60	принимаемые нами за предметы	1	1
61	один и тот же	2	1
62	соединение впечатлений в образы	1	1
63	предметы существующие независимо от	1	1
64	нами за предметы существующие	1	1
65	впрочем не отличающее ее	1	1
66	образа дает еще знание	1	1
67	есть не образ предмета	1	1
68	уже в том что	1	1
