N	3gram	Tiupa_Lite_2	Myshleni
1	в том что	5	17
2	вместе с тем	1	10
3	для того чтобы	1	7
4	в отличие от	1	6
5	с одной стороны	6	5
6	можно было бы	1	5
7	тем не менее	2	5
8	о том что	2	3
9	с другой стороны	4	3
10	а с другой	1	3
11	состоит в том	4	3
12	не мог бы	1	3
13	в этом отношении	3	3
14	как мы видели	1	3
15	и то что	1	2
16	этой точки зрения	1	2
17	по отношению к	3	2
18	той или иной	1	2
19	в свою очередь	1	2
20	с этой точки	1	2
21	не может быть	7	2
22	в этом же	1	1
23	как бы там	1	1
24	подобно тому как	2	1
25	мы не можем	1	1
26	является одним из	1	1
27	том что в	1	1
28	приводит к тому	1	1
29	в том числе	2	1
30	легко переходит в	1	1
31	бы то ни	1	1
32	в самом начале	1	1
33	но тем что	3	1
34	с предшествующим и	1	1
35	бы там ни	1	1
36	из того что	1	1
37	речь в этом	1	1
38	это как уже	1	1
39	предшествующим и последующим	1	1
40	роль по отношению	1	1
41	как и сам	1	1
42	имеем дело с	1	1
43	к тому что	1	1
44	и не является	1	1
45	в этом случае	2	1
46	и наряду с	1	1
47	что уже в	1	1
48	то же самое	1	1
49	отрицать того что	1	1
50	ничего общего с	1	1
51	которые не могут	1	1
52	меняется вместе с	1	1
53	и т.д если	1	1
54	не могут быть	1	1
55	как и для	1	1
56	какого бы то	1	1
57	ни было но	1	1
58	том числе и	1	1
59	по отношению ко	1	1
60	с точки зрения	3	1
61	в том чтобы	3	1
62	с полным основанием	1	1
63	в конце концов	1	1
64	во всех этих	1	1
65	там ни было	1	1
66	в данном случае	3	1
67	за то что	2	1
68	то ни было	1	1
