N	4gram	Losev_Prob_4	Psycholo
1	заключается в том что	1	7
2	в том виде как	2	2
3	в то время как	2	2
4	ни в каком случае	3	1
5	приходит к выводу что	1	1
6	в том смысле что	1	1
7	по крайней мере в	1	1
8	в жизни и в	1	1
9	это значит что и	1	1
10	не что иное как	2	1
11	в каком случае не	3	1
12	с этой точки зрения	1	1
13	то же самое можно	2	1
14	с точки зрения их	1	1
15	и тем не менее	3	1
16	заключается в том чтобы	1	1
17	и т д мы	1	1
18	есть не что иное	2	1
19	с точки зрения композиции	1	1
20	это и значит быть	1	1
21	произведения искусства но даже	1	1
22	бы то ни было	1	1
23	то это значит что	1	1
24	это можно было бы	1	1
25	так же как и	1	1
26	свидетельствует о том что	1	1
