N	3gram	Losev_Prob_4	Narrotol
1	в данном случае	5	8
2	не только в	4	6
3	времени и пространстве	1	6
4	в том что	8	5
5	к тому же	2	5
6	и тем самым	1	4
7	в то же	2	4
8	той или иной	11	4
9	для того чтобы	2	3
10	начало и конец	1	3
11	тем не менее	10	3
12	о том что	3	2
13	мы имеем дело	3	2
14	в известном смысле	1	2
15	до сих пор	1	2
16	имеем дело с	1	2
17	чем иным как	2	2
18	то же самое	6	2
19	в связи с	3	2
20	в зависимости от	3	2
21	войне и мире	1	2
22	сами по себе	2	2
23	дело в том	1	2
24	в войне и	1	2
25	на то что	1	2
26	во всяком случае	4	2
27	в свою очередь	1	2
28	одно и то	1	2
29	не то что	1	1
30	то что не	1	1
31	с одной стороны	1	1
32	об этом свидетельствует	1	1
33	сам по себе	6	1
34	ничего не говорит	1	1
35	заходящего солнца и	1	1
36	и потому что	1	1
37	бы то ни	1	1
38	человеческой жизни а	1	1
39	по себе а	1	1
40	точно так же	3	1
41	они могут быть	1	1
42	что именно в	1	1
43	не говорится но	1	1
44	в эстетике и	1	1
45	сказать и о	1	1
46	и в то	1	1
47	с точки зрения	11	1
48	что иное как	2	1
49	в начале или	1	1
50	еще и потому	1	1
51	то ни было	1	1
52	по себе но	1	1
53	всяком случае он	1	1
54	роль не только	1	1
55	к тому что	1	1
56	как и в	1	1
57	ни о каких	2	1
58	что не имеет	1	1
59	жизни а в	1	1
60	но в зависимости	1	1
61	настоящего и будущего	1	1
62	той или другой	3	1
63	и не может	1	1
64	же как и	1	1
65	бросается в глаза	1	1
66	на самом деле	3	1
67	это то что	1	1
68	сознания которая не	1	1
69	и то что	1	1
70	жизни то есть	1	1
71	мы не знаем	1	1
72	не говоря о	1	1
73	более или менее	2	1
74	в том числе	1	1
75	связанных между собой	1	1
76	в смысловом отношении	2	1
77	только то что	1	1
78	не может обойтись	2	1
79	содержит в себе	8	1
80	но все же	1	1
81	себе но как	1	1
82	и как бы	1	1
83	только потому что	1	1
84	указывает не на	1	1
85	однако тут же	1	1
86	том числе и	1	1
87	с другой стороны	6	1
88	оно взывает к	1	1
89	что не только	1	1
90	в ней не	1	1
91	само по себе	1	1
92	в той или	7	1
93	по крайней мере	6	1
94	здесь не только	1	1
95	и т д	3	1
