N	4gram	Tiupa_Anal_1	Myslijsy
1	в то же время	6	3
2	не что иное как	4	2
3	до тех пор пока	1	2
4	один и тот же	1	2
5	в том числе и	1	1
6	лишь в том случае	1	1
7	в том и состоит	1	1
8	том виде в каком	1	1
9	одного и того же	2	1
10	мы имеем дело с	3	1
11	случае мы имеем дело	1	1
12	есть не что иное	3	1
13	и та и другая	1	1
14	по отношению ко всем	1	1
15	и вместе с тем	1	1
16	уже не могут быть	1	1
17	в том виде в	1	1
18	ни прибавить ни убавить	1	1
19	и не может быть	4	1
20	одной и той же	1	1
21	в чем и состоит	1	1
22	в том случае если	1	1
23	нет и не может	2	1
24	одна и та же	1	1
25	только в том что	1	1
26	слова до тех пор	1	1
