N	4gram	Losev_Prob_1	StatiiOP
1	дело в том что	3	4
2	это не значит что	1	3
3	и в самом деле	1	2
4	не имеет ничего общего	2	2
5	на то что в	1	2
6	заключается в том что	1	2
7	и т д и	4	2
8	имеет ничего общего с	1	2
9	но в то же	1	2
10	одним и тем же	1	2
11	но даже и в	1	1
12	по этому поводу с	1	1
13	д и т д	2	1
14	можно даже сказать что	1	1
15	мы на самом деле	1	1
16	а может быть даже	1	1
17	в нем может быть	1	1
18	внимание на то что	1	1
19	точно так же и	2	1
20	вовсе не так уж	1	1
21	и в том и	1	1
22	которой можно было бы	1	1
23	ни для кого не	1	1
24	в каком случае не	2	1
25	в то или иное	1	1
26	не говоря уже о	1	1
27	и в этом отношении	1	1
28	во что бы то	1	1
29	бы то ни стало	1	1
30	то что в этой	1	1
31	что бы то ни	1	1
32	свидетельствует о том что	2	1
33	так же как и	1	1
34	т д и т	3	1
35	и в то же	1	1
36	в то время как	1	1
37	может быть даже и	2	1
38	и на этот раз	1	1
39	ни в каком случае	3	1
40	что то что было	1	1
