N	2gram	Voloshinov_1	Istorich
1	и в	3	26
2	не только	1	15
3	может быть	1	14
4	но и	1	12
5	и не	1	9
6	то же	1	8
7	не может	4	6
8	мы видим	1	6
9	а не	1	6
10	в его	1	5
11	он в	1	4
12	из этих	1	3
13	связи с	1	3
14	его от	1	2
15	в особенности	1	2
16	тех же	1	2
17	не менее	1	2
18	и все	1	2
19	если бы	1	2
20	в языке	1	2
21	и на	1	2
22	можно и	1	1
23	исходя из	1	1
24	бы в	1	1
25	точки зрения	1	1
26	речь и	1	1
27	если в	2	1
28	не из	1	1
29	к тому	1	1
30	именно с	1	1
31	бы на	1	1
32	в центре	2	1
33	в то	1	1
34	и заставляет	1	1
35	во второй	1	1
36	один из	2	1
37	при анализе	1	1
38	тому что	1	1
39	по своим	1	1
40	в ней	1	1
41	на нее	1	1
42	и социальной	1	1
