N	3gram	Voloshinov_1	Psycholo
1	в том что	2	17
2	для того чтобы	1	13
3	в самом деле	2	11
4	с точки зрения	5	10
5	не может быть	4	8
6	так же точно	1	7
7	на то что	1	6
8	то же самое	1	6
9	на самом деле	1	5
10	в этом отношении	1	5
11	так же как	1	4
12	можно было бы	1	4
13	тем не менее	1	4
14	что в основе	1	4
15	в данном случае	2	4
16	несмотря на все	1	3
17	в конечном счете	1	3
18	само по себе	1	3
19	подобно тому как	1	2
20	том что в	1	2
21	как и в	1	2
22	и никогда не	1	2
23	с другой стороны	2	2
24	к тому что	1	2
25	этой точки зрения	1	2
26	и тем что	1	2
27	того или иного	2	2
28	в то же	1	2
29	то же время	1	2
30	и не может	1	2
31	только потому что	1	2
32	в сознании и	1	2
33	те же самые	1	2
34	но так как	2	2
35	состоит в том	1	2
36	в узком смысле	1	1
37	в чем же	1	1
38	с одной стороны	2	1
39	и тот же	1	1
40	с самого начала	2	1
41	нужно сказать что	1	1
42	узком смысле слова	1	1
43	те или иные	1	1
44	по себе а	1	1
45	собой разумеется что	1	1
46	в одном случае	1	1
47	и подобно тому	1	1
48	с этой точки	1	1
49	один и тот	1	1
50	может быть это	1	1
51	на всем протяжении	1	1
52	в отличие от	1	1
53	переходе от одного	1	1
54	указать на то	1	1
55	может быть объяснено	1	1
56	время мы имеем	1	1
57	а в своей	1	1
58	и то же	2	1
59	до тех пор	4	1
60	ложное представление о	1	1
61	само собой разумеется	1	1
62	ничего общего с	2	1
63	к одному к	1	1
64	в зависимости от	2	1
65	элемента в целом	1	1
66	точки зрения и	1	1
67	не что иное	2	1
68	литературного произведения как	1	1
69	не было бы	1	1
70	более или менее	1	1
71	что те или	1	1
72	с этим анализом	1	1
73	может быть не	1	1
74	только то что	1	1
75	которые не только	1	1
76	в связи с	1	1
77	мы не сумеем	1	1
78	что иное как	2	1
79	ключ ко всем	1	1
80	есть не что	2	1
81	тех пор пока	3	1
82	и вопроса о	1	1
83	их воздействия на	1	1
84	то или иное	1	1
85	его точки зрения	1	1
86	выходит за пределы	1	1
87	что до тех	1	1
88	того же автора	1	1
89	ждет еще своего	1	1
90	не только на	1	1
91	с его точки	1	1
92	при таком подходе	1	1
93	а не как	1	1
94	художественного произведения и	1	1
95	так художественное произведение	1	1
96	одно и то	3	1
97	в процессе творчества	1	1
