N	3gram	Tiupa_Lite_3	Problema
1	о том что	4	14
2	тем не менее	1	12
3	и то что	1	7
4	так или иначе	2	6
5	с одной стороны	4	5
6	с другой стороны	2	5
7	то же самое	2	5
8	как будто бы	1	5
9	в связи с	1	5
10	в данном случае	4	5
11	в то же	7	4
12	в том что	4	4
13	на то что	2	4
14	более или менее	1	4
15	говоря уже о	3	4
16	сама по себе	1	4
17	только в том	1	4
18	не говоря уже	4	4
19	хотя бы и	1	3
20	и в частности	2	3
21	не что иное	1	3
22	одной стороны и	2	3
23	что иное как	1	3
24	в чистом виде	1	3
25	но и в	2	3
26	не может быть	3	3
27	на самом деле	1	2
28	подобно тому как	2	2
29	а не просто	1	2
30	в том числе	3	2
31	вопрос о том	1	2
32	бы то ни	2	2
33	это и есть	1	2
34	не только не	1	2
35	для того чтобы	1	2
36	ничего общего с	1	2
37	но и не	2	2
38	не только в	2	2
39	имеется в виду	1	2
40	может быть только	1	2
41	содержит в себе	1	2
42	в самом деле	2	2
43	том числе и	2	2
44	друг от друга	1	2
45	не тем что	1	1
46	и тем самым	2	1
47	или иной мере	1	1
48	в основе этих	1	1
49	о том как	1	1
50	уже и не	1	1
51	еще и еще	1	1
52	самого себя и	1	1
53	и переходит в	1	1
54	и только в	1	1
55	между тем как	1	1
56	и не имеет	1	1
57	в целом и	2	1
58	но это не	1	1
59	то ни было	2	1
60	свое место в	1	1
61	по себе но	1	1
62	в какой-то мере	1	1
63	тем что он	2	1
64	сознания так и	1	1
65	и еще раз	1	1
66	здесь может быть	1	1
67	обратим внимание на	2	1
68	именно то что	1	1
69	и не только	1	1
70	на первый взгляд	1	1
71	xix и xx	1	1
72	но отнюдь не	1	1
73	и тем не	1	1
74	в этом отношении	5	1
75	с которой она	2	1
76	отношение к предмету	1	1
77	вместе с тем	1	1
78	то что в	1	1
79	вещей в себе	1	1
80	потому что не	2	1
81	здесь как будто	1	1
82	той или иной	2	1
83	без которых невозможно	1	1
84	для того что	1	1
85	в той или	1	1
86	ту или иную	1	1
87	и представляет собой	1	1
88	в этих словах	1	1
89	понимать друг друга	1	1
90	свое место и	1	1
