N	4gram	Vygotskiy__5	KulturaY
1	с этой точки зрения	4	2
2	и в другом случае	1	1
3	но не до конца	1	1
4	заключается в том что	4	1
5	мере в какой они	1	1
6	все более и более	1	1
7	не что иное как	1	1
8	потому что оно имеет	1	1
9	устной и письменной речью	1	1
10	в то время как	4	1
11	состоит в том что	3	1
12	есть не что иное	1	1
13	в этом последнем случае	1	1
14	одной и той же	1	1
15	и в другом отношении	1	1
16	той мере в какой	2	1
17	ответ на этот вопрос	2	1
18	в той мере в	3	1
19	для того чтобы понять	1	1
20	только в том что	1	1
