1	в том числе и	3	7
2	в той или иной	1	5
3	в большей или меньшей	2	4
4	большей или меньшей степени	2	4
5	на самом же деле	1	3
6	как мы уже сказали	2	3
7	дело в том что	1	2
8	века и в эпоху	1	2
9	в средние века и	1	2
10	средние века и в	1	2
11	в xx веке происходит	1	1
12	человека и человеческих отношений	1	1
13	и в эпоху возрождения	1	1
14	вовсе не входит в	1	1
15	остановимся прежде всего на	1	1
16	нет и не может	2	1
17	и в большинстве случаев	2	1
18	и до сих пор	2	1
19	в то же время	5	1
20	но в то же	2	1
21	еще раз подчеркнуть что	1	1
22	существенные различия между ними	1	1
23	мы имеем в виду	3	1
24	друг от друга в	1	1
25	у шекспира и сервантеса	1	1
26	и до настоящего времени	1	1
27	но дело в том	1	1
28	задача всей нашей работы	1	1
29	и не может быть	5	1
