N	4gram	Medvedev_F_3	Problemy
1	в то же время	7	9
2	в одной плоскости с	1	3
3	то же время не	1	3
4	является лишь одним из	1	2
5	и в то же	2	2
6	это не значит конечно	1	2
7	не значит конечно что	1	2
8	с начала и до	1	2
9	начала и до конца	1	2
10	бы оно ни было	1	1
11	которые сами по себе	1	1
12	к одной очень важной	1	1
13	и во всяком случае	2	1
14	не может быть понято	3	1
15	каждый элемент художественной структуры	1	1
16	а вовсе не как	1	1
17	как бы ни были	1	1
18	имеем в виду прежде	1	1
19	одной очень важной особенности	1	1
20	иначе и быть не	1	1
21	возможно лишь там где	1	1
22	не в том что	1	1
23	с другой стороны и	1	1
24	в неразрывной связи с	1	1
25	в зависимости от характера	1	1
26	в том что это	1	1
27	мы имеем в виду	1	1
28	в лучшем случае они	1	1
29	и по отношению к	1	1
30	с точки зрения ее	1	1
31	может быть понято как	1	1
32	в зависимости от того	1	1
33	во всяком случае была	1	1
34	дело в том что	1	1
35	тоже не может быть	1	1
36	в виду прежде всего	1	1
37	бы то ни было	4	1
38	к которому как бы	1	1
39	какой бы то ни	1	1
40	да иначе и быть	1	1
41	именно потому что он	1	1
