N	3gram	Bakhtin_Fr_7	Hudozhes
1	в том что	3	11
2	о том что	1	7
3	по отношению к	2	7
4	в то же	9	4
5	то же время	9	4
6	как и в	2	3
7	то что было	1	2
8	и в этом	1	2
9	к тому же	1	2
10	тогда как в	1	2
11	можно было бы	2	2
12	не только в	1	2
13	то же самое	1	2
14	на другой день	1	2
15	с точки зрения	3	2
16	в данном случае	1	2
17	о том как	2	2
18	не только для	1	1
19	на этом свете	3	1
20	с самого начала	1	1
21	в одном из	1	1
22	поверхности земли в	1	1
23	не в состоянии	1	1
24	в том числе	4	1
25	что я не	1	1
26	а на другой	1	1
27	в этой плоскости	1	1
28	в это время	1	1
29	а также и	1	1
30	именно потому что	1	1
31	и в том	1	1
32	но и для	1	1
33	на поверхности земли	1	1
34	это своего рода	1	1
35	и с такой	1	1
36	того как он	2	1
37	потому что это	1	1
38	будем признать что	1	1
39	здесь не в	1	1
40	и т.п в	1	1
41	в значительной степени	2	1
42	в последней главе	3	1
43	и все его	1	1
44	в этом отношении	2	1
45	и в самом	1	1
46	тот момент когда	1	1
47	и рядом с	1	1
48	содержит в себе	1	1
49	после того как	4	1
50	также о том	1	1
51	у него в	1	1
52	в тот момент	1	1
53	рядом с ней	1	1
54	дело в том	2	1
55	друг от друга	1	1
56	в первом случае	1	1
57	том числе и	2	1
58	о том чтобы	1	1
59	к себе то	1	1
60	ключ ко всей	1	1
61	тем что между	1	1
62	кто видит в	1	1
