N	3gram	Ircho_Kome_1	Analitik
1	в том что	9	9
2	в то же	4	8
3	то же время	4	6
4	в отличие от	1	6
5	по отношению к	3	5
6	что иное как	1	5
7	большей или меньшей	1	4
8	но и не	1	4
9	к тому же	5	4
10	не что иное	1	4
11	о том что	3	3
12	подобно тому как	1	3
13	с одной стороны	3	3
14	в том числе	1	3
15	бы то ни	2	3
16	для того чтобы	1	3
17	и т п	5	3
18	то ни было	2	3
19	во времени и	1	3
20	состоит в том	1	3
21	ни в коем	1	2
22	с другой стороны	5	2
23	и к тому	1	2
24	в этом отношении	3	2
25	то же самое	2	2
26	но и в	2	2
27	в отрыве от	1	2
28	том что он	4	2
29	в данном случае	1	2
30	в коем случае	1	2
31	и тот же	1	1
32	во всяком случае	2	1
33	в том же	1	1
34	одна из функций	1	1
35	сам по себе	1	1
36	не в состоянии	2	1
37	и в тексте	1	1
38	а то и	2	1
39	обращает на себя	1	1
40	по меньшей мере	2	1
41	или хотя бы	1	1
42	да и в	1	1
43	как и в	2	1
44	до сих пор	2	1
45	не вызывает сомнений	1	1
46	в той же	1	1
47	к тому что	1	1
48	и таким образом	2	1
49	внешнее и внутреннее	1	1
50	том же году	1	1
51	он может быть	1	1
52	именно здесь в	1	1
53	в течение всего	1	1
54	более или менее	1	1
55	не только в	1	1
56	как будто бы	1	1
57	на себя внимание	1	1
58	говоря уже о	2	1
59	литературе нового времени	1	1
60	первой из них	1	1
61	а также диалог	1	1
62	смысле этого слова	1	1
63	в зависимости от	1	1
64	по аналогии с	1	1
65	не говоря уже	2	1
66	вместе с тем	1	1
67	что же касается	1	1
68	но прежде всего	1	1
69	этой точки зрения	1	1
70	с этой точки	1	1
71	состоит не в	1	1
72	в соответствии с	1	1
73	в литературе нового	1	1
