N	2gram	Medvedev_F_2	Myslijsy
1	потому что	2	33
2	то что	6	29
3	может быть	23	26
4	таким образом	20	24
5	в этом	27	23
6	и в	38	23
7	в том	11	23
8	в слове	5	22
9	и не	20	18
10	что в	7	17
11	в языке	6	16
12	при этом	9	15
13	только в	6	15
14	в себе	1	14
15	для нас	1	14
16	как и	9	14
17	того что	3	14
18	то же	6	14
19	так как	4	14
20	если бы	5	13
21	не было	6	12
22	а не	6	12
23	том что	2	12
24	не может	14	11
25	не в	15	11
26	по себе	7	11
27	но и	13	11
28	что слово	1	10
29	тем что	8	10
30	не только	9	10
31	между тем	2	9
32	не есть	3	9
33	о том	1	8
34	мы не	3	8
35	было бы	6	8
36	но в	4	8
37	то это	3	8
38	сказать что	2	8
39	в своем	1	8
40	поэзии и	1	7
41	мы говорим	4	7
42	вовсе не	11	7
43	на то	1	7
44	что это	3	7
45	в нем	13	7
46	с тем	11	7
47	и т	14	7
48	с этим	5	7
49	это не	2	7
50	как в	4	7
51	что язык	1	7
52	очевидно что	2	7
53	этого слова	1	7
54	могут быть	6	7
55	что и	8	7
56	в которой	2	6
57	так и	8	6
58	независимо от	4	6
59	слово с	1	6
60	вместе с	6	6
61	для того	3	6
62	что если	1	6
63	что не	4	6
64	тем и	2	6
65	и к	4	6
66	во всяком	5	5
67	говорить о	5	5
68	слово есть	2	5
69	только тогда	1	5
70	крайней мере	1	5
71	не менее	1	5
72	к нему	3	5
73	с ним	2	5
74	должно быть	2	5
75	а в	6	5
76	значение слова	2	5
77	не можем	1	5
78	что же	5	5
79	не то	3	5
80	для него	7	5
81	хотя и	3	5
82	в его	10	5
83	этом случае	1	5
84	не имеет	2	5
85	один и	1	5
86	так что	1	5
87	и мы	1	5
88	уже в	2	5
89	образом в	1	5
90	по крайней	1	5
91	так сказать	3	5
92	находится в	2	5
93	слова и	7	5
94	все это	3	5
95	язык не	1	5
96	не из	1	5
97	и то	2	5
98	есть только	2	5
99	поэтического произведения	8	5
