N	2gram	Voloshinov_1	Myshleni
1	и в	3	25
2	в его	1	15
3	может быть	1	13
4	и не	1	10
5	связи с	1	9
6	не менее	1	6
7	точки зрения	1	6
8	один из	2	6
9	не может	4	6
10	и на	1	6
11	не только	1	6
12	для него	1	5
13	если бы	1	5
14	и все	1	4
15	речь и	1	4
16	к тому	1	4
17	но и	1	4
18	из этих	1	4
19	в то	1	4
20	так называемая	1	4
21	ни один	1	4
22	его основе	1	3
23	если в	2	3
24	мы видим	1	3
25	бы в	1	2
26	этой проблемы	1	2
27	с другими	1	2
28	с теми	1	2
29	теми или	1	2
30	то же	1	2
31	тому что	1	2
32	или иными	1	2
33	и форму	1	1
34	тех же	1	1
35	соприкосновение и	1	1
36	а не	1	1
37	деятельности в	1	1
38	самых первых	1	1
39	может не	1	1
40	именно с	1	1
41	с точки	1	1
42	с самых	1	1
43	в конкретном	1	1
44	при анализе	1	1
45	и тому	1	1
46	без учета	1	1
47	он в	1	1
48	этих методов	1	1
49	общения и	2	1
50	несмотря на	1	1
51	лежащие в	1	1
52	в ней	1	1
53	эта вторая	1	1
