N	3gram	Propp_Isto_3	VeschiIm
1	и т д	15	20
2	не может быть	1	18
3	не что иное	3	8
4	что иное как	3	8
5	в том что	5	6
6	на то что	1	6
7	в чем же	1	5
8	есть не что	1	5
9	тем не менее	5	5
10	в свою очередь	1	5
11	т е не	1	4
12	и то что	2	4
13	не только в	1	4
14	с точки зрения	1	4
15	подобно тому как	1	3
16	из того что	1	3
17	можно было бы	1	3
18	все же не	1	3
19	только то что	1	3
20	вместе с тем	1	3
21	заключается в том	1	2
22	так или иначе	1	2
23	и даже не	1	2
24	можно сказать что	1	2
25	не есть ли	1	2
26	этой точки зрения	1	2
27	если это так	1	2
28	а так как	1	2
29	это так то	1	2
30	она не может	1	2
31	в данном случае	3	2
32	с этой точки	1	2
33	о том что	2	1
34	это и есть	1	1
35	со стороны ее	1	1
36	так же как	1	1
37	совершенно ясно и	1	1
38	друг с другом	1	1
39	с одной стороны	2	1
40	они превратились в	1	1
41	по той же	1	1
42	смысле этого слова	1	1
43	не только не	2	1
44	и пр это	1	1
45	в определенном направлении	1	1
46	итак мы имеем	1	1
47	в этом случае	5	1
48	так как мы	1	1
49	он ничего не	2	1
50	с другой стороны	7	1
51	он все же	1	1
52	может быть и	1	1
53	но и то	1	1
54	до сих пор	5	1
55	это может быть	1	1
56	который уже не	1	1
57	не только то	1	1
58	что и в	2	1
59	и прежде всего	1	1
60	между прочим и	1	1
61	в то время	2	1
62	в том смысле	1	1
63	т д до	1	1
64	только указать на	1	1
65	она не могла	1	1
66	а в свете	1	1
67	сами по себе	1	1
68	того что они	1	1
69	не могла бы	1	1
70	с полной ясностью	1	1
71	и вместе с	1	1
72	но все же	2	1
73	мы видим что	4	1
74	и наличие в	1	1
75	один из моментов	1	1
76	т д в	1	1
77	то время как	2	1
78	таким образом и	2	1
79	во всяком случае	2	1
80	той же причине	1	1
81	и пр но	1	1
