N	4gram	Losev_Prob_3	Dialekti
1	не что иное как	4	6
2	и т д и	4	6
3	т д и т	4	5
4	д и т д	4	5
5	ничем не отличается от	1	4
6	в то время как	4	4
7	то это значит что	2	3
8	по крайней мере в	1	3
9	есть не что иное	4	3
10	одно и то же	3	2
11	уже по одному тому	1	2
12	и тем не менее	3	2
13	по одному тому что	1	2
14	если иметь в виду	1	2
15	с этой точки зрения	1	2
16	не чем иным как	1	1
17	мы до сих пор	1	1
18	то ни было другого	1	1
19	в чистом виде есть	1	1
20	это и значит что	1	1
21	а не что-нибудь иное	1	1
22	тем не менее в	1	1
23	здесь имеется в виду	1	1
24	сам по себе и	1	1
25	не есть простая сумма	1	1
26	в том смысле что	3	1
27	так же как и	1	1
28	если его брать как	1	1
29	бы то ни было	3	1
30	с той или иной	1	1
31	поскольку речь идет о	1	1
32	когда мы говорим что	1	1
33	не имеет никакого отношения	1	1
34	уже сама по себе	1	1
35	уж во всяком случае	3	1
36	или по крайней мере	4	1
37	вовсе не есть ни	1	1
38	это не значит что	1	1
39	дело вовсе не в	1	1
