N	4gram	Losev_Vlad_3	Myslijsy
1	в то же время	2	5
2	одно и то же	1	5
3	в том что он	1	2
4	и в том что	1	2
5	в том что и	1	1
6	с одной стороны и	2	1
7	и в таком случае	1	1
8	как мы видели выше	2	1
9	лишь в том что	1	1
10	как мы ее понимаем	1	1
11	заключается в том что	1	1
12	таким а не другим	1	1
13	но что же именно	1	1
14	в то время как	2	1
15	только в том случае	3	1
16	а вместе с тем	1	1
17	в том случае когда	1	1
18	то к чему стремится	1	1
19	но вместе с тем	1	1
20	зависит не только от	1	1
21	в том что это	1	1
22	сводится к тому что	2	1
