1	с другой стороны	4	8
2	во всех этих	1	6
3	о том что	2	5
4	в том что	5	4
5	тем не менее	2	4
6	с одной стороны	6	4
7	в данном случае	3	3
8	одной из версий	1	3
9	не может быть	7	3
10	с этой точки	1	3
11	этой точки зрения	1	3
12	мы не можем	1	2
13	после того как	1	2
14	в том чтобы	3	2
15	а в том	1	2
16	здесь все же	1	1
17	имеем дело с	1	1
18	в самом начале	1	1
19	к тому что	1	1
20	но с другой	3	1
21	он не может	1	1
22	то ни было	1	1
23	а так как	1	1
24	у того же	1	1
25	с точки зрения	3	1
26	в сознании людей	1	1
27	и т п	2	1
28	можно было бы	1	1
29	в первый раз	2	1
30	вместе с тем	1	1
31	а не с	1	1
32	то же самое	1	1
33	может быть это	1	1
34	и когда он	1	1
35	как и сам	1	1
36	у него нет	1	1
37	свое существование в	1	1
38	состоит в том	4	1
39	бы то ни	1	1
40	что он не	1	1
41	в этом случае	2	1
42	в этом же	1	1
43	по отношению к	3	1
44	как мы видели	1	1
