N	3gram	Bakhtin_Fr_6	Hudozhes
1	по отношению к	1	10
2	в то же	5	6
3	то же время	5	6
4	с другой стороны	2	5
5	в том что	2	5
6	более или менее	1	5
7	той или иной	1	5
8	можно сказать что	1	3
9	и того же	1	3
10	одного и того	1	3
11	с точки зрения	2	3
12	с одной стороны	4	2
13	в основе своей	1	2
14	до известной степени	1	2
15	для того чтобы	1	2
16	а с другой	1	2
17	и прежде всего	2	2
18	в значительной степени	1	2
19	в той или	1	2
20	и др в	1	1
21	или иной мере	1	1
22	во внешнем мире	1	1
23	в узком и	1	1
24	и в этой	1	1
25	в одной из	1	1
26	его то есть	2	1
27	только в искусстве	1	1
28	одним и тем	1	1
29	особое отношение к	1	1
30	из того что	1	1
31	в литературе в	1	1
32	человека и его	1	1
33	не совпадает с	1	1
34	и тем же	1	1
35	о том что	5	1
36	в настоящее время	1	1
37	то есть от	1	1
38	и как бы	1	1
39	как бы в	1	1
40	в то время	1	1
41	между вещами и	1	1
42	все то что	4	1
43	в связи с	1	1
44	нового времени в	1	1
45	и строго отграниченная	1	1
46	существенное значение в	1	1
47	только то что	1	1
48	в себе самом	1	1
49	пространственных и временных	1	1
50	именно в этом	1	1
51	и др так	1	1
52	и по отношению	1	1
53	начало и конец	2	1
54	узком и специфическом	1	1
55	в зависимости от	1	1
56	та или иная	1	1
57	а в ее	1	1
58	в себе и	1	1
59	не может быть	1	1
60	том что он	1	1
61	с самим собой	1	1
62	то есть в	2	1
63	есть как бы	1	1
64	бы в точке	1	1
65	во втором случае	3	1
66	как раз в	1	1
