N	4gram	Vygotskiy__5	Myshleni
1	заключается в том что	4	4
2	с этой точки зрения	1	4
3	с одной стороны и	1	3
4	одно и то же	3	3
5	состоит в том что	2	3
6	приводит к тому что	1	2
7	для того чтобы сделать	1	2
8	могли бы сказать что	2	2
9	одной и той же	2	2
10	которых мы говорили выше	1	2
11	мы могли бы сказать	2	2
12	что в этом случае	2	2
13	в том что он	1	2
14	о которых мы говорили	1	2
15	одним и тем же	3	2
16	есть то о чем	1	2
17	в то время как	1	2
18	в конце концов к	1	1
19	привело к тому что	1	1
20	в каждый данный момент	1	1
21	как только мы пытаемся	1	1
22	в том и заключается	2	1
23	с самого начала в	1	1
24	и есть то о	1	1
25	том и заключается что	1	1
26	говорить не только о	1	1
27	что с самого начала	2	1
28	именно в силу того	1	1
29	в силу того что	1	1
30	не что иное как	2	1
31	для того чтобы показать	1	1
32	возникает из того что	1	1
33	он говорит что есть	1	1
34	во внимание то что	1	1
35	что с точки зрения	1	1
36	из того что мы	1	1
37	несмотря на то что	1	1
38	до тех пор пока	2	1
39	мы примем во внимание	1	1
40	как и то что	1	1
41	в самом деле если	2	1
42	до сих пор в	1	1
43	в том что в	1	1
44	так же как и	1	1
45	совершенно невозможно потому что	1	1
46	том что он не	1	1
47	потому что в этом	1	1
48	но вместе с тем	1	1
