N	4gram	Bakhtin_Fr_3	Marksizm
1	в то же время	6	8
2	но в то же	4	5
3	бы то ни было	1	4
4	в той или иной	2	3
5	той или иной степени	1	2
6	какой бы то ни	1	2
7	именно для того чтобы	1	2
8	одним и тем же	1	2
9	в том числе и	2	1
10	той или иной форме	1	1
11	мы уже говорили что	1	1
12	и не может быть	1	1
13	не что иное как	1	1
14	в точном смысле слова	1	1
15	уже названная нами книга	1	1
16	же время это и	1	1
17	дело в том что	1	1
18	свидетельствует о том что	1	1
19	то же время это	1	1
20	в обычном смысле слова	1	1
21	как мы уже сказали	1	1
