N	4gram	Vygotskiy__2	VeschiIm
1	бы то ни было	1	9
2	не что иное как	1	8
3	одно и то же	1	5
4	есть не что иное	1	5
5	в то же время	2	4
6	значит ли это что	1	3
7	указывает на то что	1	3
8	заключается в том что	7	2
9	то это значит что	1	2
10	с этой точки зрения	1	2
11	какого бы то ни	1	2
12	бы вбирает в себя	1	1
13	свидетельствует о том что	1	1
14	ни в каком случае	1	1
15	что бы то ни	1	1
16	можно было бы и	1	1
17	в том смысле что	1	1
18	как бы вбирает в	1	1
19	на что не направленный	1	1
20	одного и того же	1	1
21	ни на что не	1	1
22	в том что он	3	1
23	и тем не менее	1	1
24	том что он не	1	1
25	в то время как	2	1
