N	4gram	Potebnia_M_4	Formalny
1	в то же время	3	7
2	и не может быть	1	3
3	нет и не может	1	2
4	одним и тем же	1	2
5	в том числе и	1	1
6	все более и более	2	1
7	с другой стороны в	1	1
8	можно говорить о языке	1	1
9	вместе с тем и	2	1
10	один и тот же	2	1
11	и сами по себе	1	1
12	иначе и быть не	1	1
13	одной и той же	1	1
14	по мере того как	4	1
15	не в том что	1	1
16	иметь в виду что	1	1
17	одного и того же	1	1
18	к одной и той	1	1
19	дело в том что	1	1
20	и по отношению к	2	1
21	что же касается до	1	1
