N	4gram	Propp_Isto_5	Morfolog
1	как мы увидим ниже	2	3
2	таким образом мы видим	1	2
3	состоит в том что	1	2
4	тем не менее она	1	2
5	в то время как	1	2
6	в тот момент когда	1	1
7	т д с другой	1	1
8	в иное царство или	1	1
9	здесь как и в	1	1
10	е мы опять имеем	1	1
11	в то же время	1	1
12	дело не в количестве	1	1
13	в другой сказке герой	1	1
14	д с другой стороны	1	1
15	сюда же может быть	1	1
16	всякого ущерба для хода	1	1
17	выводы можно сделать из	1	1
18	если с одной стороны	1	1
19	т д все эти	1	1
20	и т д с	1	1
21	во всех этих случаях	1	1
22	же выводы можно сделать	1	1
23	третий бой самый страшный	1	1
24	без всякого ущерба для	1	1
25	т е мы опять	1	1
26	и т д то	1	1
27	его и т д	1	1
28	но для наших целей	1	1
29	и т д все	1	1
