N	3gram	Voloshinov_1	Hudozhes
1	в том что	1	11
2	о том что	2	7
3	подобно тому как	1	4
4	с одной стороны	1	3
5	для того чтобы	1	3
6	в конечном счете	2	3
7	в самом деле	2	3
8	не может быть	3	3
9	так же как	2	2
10	и в этом	2	2
11	можно было бы	1	2
12	то же самое	1	2
13	в этом и	1	2
14	с точки зрения	6	2
15	в данном случае	1	2
16	до сих пор	3	2
17	что на этом	1	1
18	с самого начала	4	1
19	бы то ни	1	1
20	мы знаем что	1	1
21	в этой плоскости	1	1
22	можно сказать что	3	1
23	к отцу и	1	1
24	на этом пути	1	1
25	только для того	1	1
26	имеем дело с	1	1
27	а с другой	1	1
28	и тех же	1	1
29	обратим внимание на	1	1
30	именно то что	1	1
31	же как и	1	1
32	одних и тех	1	1
33	а иногда и	1	1
34	как мы знаем	1	1
35	в этом отношении	1	1
36	той или иной	1	1
37	все что угодно	1	1
38	не следует что	1	1
39	дело в том	1	1
40	не нуждается в	2	1
41	то что я	1	1
42	на наших глазах	1	1
